zip,service,tier,region
04063,Ground Economy,DAS Extended,Contiguous U.S.
04066,Ground Economy,DAS Extended,Contiguous U.S.
04068,Ground Economy,DAS Extended,Contiguous U.S.
04069,Ground Economy,DAS Extended,Contiguous U.S.
04071,Ground Economy,DAS Extended,Contiguous U.S.
04073,Ground Economy,DAS,Contiguous U.S.
04075,Ground Economy,DAS Extended,Contiguous U.S.
04076,Ground Economy,DAS Extended,Contiguous U.S.
04077,Ground Economy,DAS Extended,Contiguous U.S.
04078,Ground Economy,DAS Extended,Contiguous U.S.
04079,Ground Economy,DAS Extended,Contiguous U.S.
04083,Ground Economy,DAS,Contiguous U.S.
04084,Ground Economy,DAS,Contiguous U.S.
04085,Ground Economy,DAS,Contiguous U.S.
04086,Ground Economy,DAS,Contiguous U.S.
04087,Ground Economy,DAS,Contiguous U.S.
04088,Ground Economy,DAS Extended,Contiguous U.S.
04090,Ground Economy,DAS,Contiguous U.S.
04091,Ground Economy,DAS Extended,Contiguous U.S.
04093,Ground Economy,DAS,Contiguous U.S.
04095,Ground Economy,DAS Extended,Contiguous U.S.
04096,Ground Economy,DAS,Contiguous U.S.
04097,Ground Economy,DAS,Contiguous U.S.
04108,Ground Economy,DAS Extended,Contiguous U.S.
04109,Ground Economy,DAS Extended,Contiguous U.S.
04216,Ground Economy,DAS Extended,Contiguous U.S.
04217,Ground Economy,DAS Extended,Contiguous U.S.
04219,Ground Economy,DAS Extended,Contiguous U.S.
04220,Ground Economy,DAS Extended,Contiguous U.S.
04221,Ground Economy,DAS Extended,Contiguous U.S.
04222,Ground Economy,DAS,Contiguous U.S.
04224,Ground Economy,DAS Extended,Contiguous U.S.
04225,Ground Economy,DAS,Contiguous U.S.
04226,Ground Economy,DAS Extended,Contiguous U.S.
04227,Ground Economy,DAS Extended,Contiguous U.S.
04228,Ground Economy,DAS,Contiguous U.S.
04230,Ground Economy,DAS,Contiguous U.S.
04231,Ground Economy,DAS Extended,Contiguous U.S.
04234,Ground Economy,DAS Extended,Contiguous U.S.
04236,Ground Economy,DAS,Contiguous U.S.
04238,Ground Economy,DAS,Contiguous U.S.
04239,Ground Economy,DAS,Contiguous U.S.
04250,Ground Economy,DAS,Contiguous U.S.
04252,Ground Economy,DAS,Contiguous U.S.
04254,Ground Economy,DAS,Contiguous U.S.
04255,Ground Economy,DAS Extended,Contiguous U.S.
04256,Ground Economy,DAS,Contiguous U.S.
04257,Ground Economy,DAS,Contiguous U.S.
04258,Ground Economy,DAS Extended,Contiguous U.S.
04259,Ground Economy,DAS,Contiguous U.S.
04260,Ground Economy,DAS,Contiguous U.S.
04261,Ground Economy,DAS Extended,Contiguous U.S.
04263,Ground Economy,DAS,Contiguous U.S.
04265,Ground Economy,DAS,Contiguous U.S.
04266,Ground Economy,DAS,Contiguous U.S.
04267,Ground Economy,DAS Extended,Contiguous U.S.
04268,Ground Economy,DAS,Contiguous U.S.
04270,Ground Economy,DAS,Contiguous U.S.
04271,Ground Economy,DAS,Contiguous U.S.
04274,Ground Economy,DAS,Contiguous U.S.
04275,Ground Economy,DAS Extended,Contiguous U.S.
04276,Ground Economy,DAS Extended,Contiguous U.S.
04278,Ground Economy,DAS Extended,Contiguous U.S.
04280,Ground Economy,DAS,Contiguous U.S.
04281,Ground Economy,DAS,Contiguous U.S.
04282,Ground Economy,DAS,Contiguous U.S.
04284,Ground Economy,DAS,Contiguous U.S.
04285,Ground Economy,DAS Extended,Contiguous U.S.
04286,Ground Economy,DAS,Contiguous U.S.
04287,Ground Economy,DAS Extended,Contiguous U.S.
04288,Ground Economy,DAS Extended,Contiguous U.S.
04289,Ground Economy,DAS Extended,Contiguous U.S.
04290,Ground Economy,DAS Extended,Contiguous U.S.
04291,Ground Economy,DAS,Contiguous U.S.
04292,Ground Economy,DAS Extended,Contiguous U.S.
04294,Ground Economy,DAS Extended,Contiguous U.S.
04341,Ground Economy,DAS,Contiguous U.S.
04342,Ground Economy,DAS Extended,Contiguous U.S.
04343,Ground Economy,DAS,Contiguous U.S.
04345,Ground Economy,DAS,Contiguous U.S.
04348,Ground Economy,DAS Extended,Contiguous U.S.
04349,Ground Economy,DAS Extended,Contiguous U.S.
04350,Ground Economy,DAS,Contiguous U.S.
04351,Ground Economy,DAS,Contiguous U.S.
04352,Ground Economy,DAS Extended,Contiguous U.S.
04353,Ground Economy,DAS Extended,Contiguous U.S.
04354,Ground Economy,DAS Extended,Contiguous U.S.
04355,Ground Economy,DAS,Contiguous U.S.
04357,Ground Economy,DAS,Contiguous U.S.
04358,Ground Economy,DAS Extended,Contiguous U.S.
04360,Ground Economy,DAS Extended,Contiguous U.S.
04363,Ground Economy,DAS Extended,Contiguous U.S.
04364,Ground Economy,DAS Extended,Contiguous U.S.
04401,Ground Economy,DAS,Contiguous U.S.
04406,Ground Economy,DAS Extended,Contiguous U.S.
04408,Ground Economy,DAS Extended,Contiguous U.S.
04410,Ground Economy,DAS Extended,Contiguous U.S.
04411,Ground Economy,DAS Extended,Contiguous U.S.
04412,Ground Economy,DAS,Contiguous U.S.
04413,Ground Economy,DAS Extended,Contiguous U.S.
04414,Ground Economy,DAS Extended,Contiguous U.S.
04416,Ground Economy,DAS Extended,Contiguous U.S.
04417,Ground Economy,DAS Extended,Contiguous U.S.
04418,Ground Economy,DAS Extended,Contiguous U.S.
04420,Ground Economy,DAS Extended,Contiguous U.S.
04421,Ground Economy,DAS Extended,Contiguous U.S.
04422,Ground Economy,DAS Extended,Contiguous U.S.
04423,Ground Economy,DAS Extended,Contiguous U.S.
04424,Ground Economy,DAS Extended,Contiguous U.S.
04426,Ground Economy,DAS Extended,Contiguous U.S.
04427,Ground Economy,DAS Extended,Contiguous U.S.
04428,Ground Economy,DAS Extended,Contiguous U.S.
04429,Ground Economy,DAS Extended,Contiguous U.S.
04430,Ground Economy,DAS Extended,Contiguous U.S.
04431,Ground Economy,DAS Extended,Contiguous U.S.
04434,Ground Economy,DAS Extended,Contiguous U.S.
04435,Ground Economy,DAS Extended,Contiguous U.S.
04438,Ground Economy,DAS Extended,Contiguous U.S.
04441,Ground Economy,DAS Extended,Contiguous U.S.
04442,Ground Economy,DAS Extended,Contiguous U.S.
04443,Ground Economy,DAS Extended,Contiguous U.S.
04444,Ground Economy,DAS,Contiguous U.S.
04448,Ground Economy,DAS Extended,Contiguous U.S.
04449,Ground Economy,DAS Extended,Contiguous U.S.
04450,Ground Economy,DAS Extended,Contiguous U.S.
04451,Ground Economy,DAS Extended,Contiguous U.S.
04453,Ground Economy,DAS Extended,Contiguous U.S.
04454,Ground Economy,DAS Extended,Contiguous U.S.
04455,Ground Economy,DAS Extended,Contiguous U.S.
04456,Ground Economy,DAS,Contiguous U.S.
04457,Ground Economy,DAS Extended,Contiguous U.S.
04459,Ground Economy,DAS Extended,Contiguous U.S.
04460,Ground Economy,DAS Extended,Contiguous U.S.
04461,Ground Economy,DAS Extended,Contiguous U.S.
04462,Ground Economy,DAS Extended,Contiguous U.S.
04463,Ground Economy,DAS Extended,Contiguous U.S.
04464,Ground Economy,DAS Extended,Contiguous U.S.
04467,Ground Economy,DAS Extended,Contiguous U.S.
04468,Ground Economy,DAS,Contiguous U.S.
04471,Ground Economy,DAS Extended,Contiguous U.S.
04472,Ground Economy,DAS Extended,Contiguous U.S.
04473,Ground Economy,DAS,Contiguous U.S.
04474,Ground Economy,DAS,Contiguous U.S.
04475,Ground Economy,DAS Extended,Contiguous U.S.
04476,Ground Economy,DAS Extended,Contiguous U.S.
04478,Ground Economy,DAS Extended,Contiguous U.S.
04479,Ground Economy,DAS Extended,Contiguous U.S.
04481,Ground Economy,DAS Extended,Contiguous U.S.
04485,Ground Economy,DAS Extended,Contiguous U.S.
04487,Ground Economy,DAS Extended,Contiguous U.S.
04488,Ground Economy,DAS Extended,Contiguous U.S.
04489,Ground Economy,DAS Extended,Contiguous U.S.
04490,Ground Economy,DAS Extended,Contiguous U.S.
04491,Ground Economy,DAS Extended,Contiguous U.S.
04492,Ground Economy,DAS Extended,Contiguous U.S.
04493,Ground Economy,DAS Extended,Contiguous U.S.
04495,Ground Economy,DAS Extended,Contiguous U.S.
04496,Ground Economy,DAS,Contiguous U.S.
04497,Ground Economy,DAS Extended,Contiguous U.S.
04530,Ground Economy,DAS,Contiguous U.S.
04535,Ground Economy,DAS Extended,Contiguous U.S.
04537,Ground Economy,DAS,Contiguous U.S.
04538,Ground Economy,DAS,Contiguous U.S.
04539,Ground Economy,DAS Extended,Contiguous U.S.
04541,Ground Economy,DAS,Contiguous U.S.
04543,Ground Economy,DAS,Contiguous U.S.
04544,Ground Economy,DAS Extended,Contiguous U.S.
04547,Ground Economy,DAS Extended,Contiguous U.S.
04548,Ground Economy,DAS Extended,Contiguous U.S.
04551,Ground Economy,DAS Extended,Contiguous U.S.
04552,Ground Economy,DAS Extended,Contiguous U.S.
04553,Ground Economy,DAS,Contiguous U.S.
04554,Ground Economy,DAS Extended,Contiguous U.S.
04555,Ground Economy,DAS Extended,Contiguous U.S.
04556,Ground Economy,DAS Extended,Contiguous U.S.
04558,Ground Economy,DAS Extended,Contiguous U.S.
04562,Ground Economy,DAS Extended,Contiguous U.S.
04563,Ground Economy,DAS Extended,Contiguous U.S.
04564,Ground Economy,DAS Extended,Contiguous U.S.
04565,Ground Economy,DAS,Contiguous U.S.
04567,Ground Economy,DAS Extended,Contiguous U.S.
04568,Ground Economy,DAS Extended,Contiguous U.S.
04570,Ground Economy,DAS Extended,Contiguous U.S.
04571,Ground Economy,DAS Extended,Contiguous U.S.
04572,Ground Economy,DAS Extended,Contiguous U.S.
04573,Ground Economy,DAS,Contiguous U.S.
04574,Ground Economy,DAS Extended,Contiguous U.S.
04575,Ground Economy,DAS Extended,Contiguous U.S.
04576,Ground Economy,DAS Extended,Contiguous U.S.
04578,Ground Economy,DAS Extended,Contiguous U.S.
04579,Ground Economy,DAS,Contiguous U.S.
04605,Ground Economy,DAS Extended,Contiguous U.S.
04606,Ground Economy,DAS Extended,Contiguous U.S.
04607,Ground Economy,DAS Extended,Contiguous U.S.
04609,Ground Economy,DAS,Contiguous U.S.
04611,Ground Economy,DAS Extended,Contiguous U.S.
04612,Ground Economy,DAS Extended,Contiguous U.S.
04613,Ground Economy,DAS Extended,Contiguous U.S.
04614,Ground Economy,DAS Extended,Contiguous U.S.
04615,Ground Economy,DAS Extended,Contiguous U.S.
04616,Ground Economy,DAS Extended,Contiguous U.S.
04617,Ground Economy,DAS Extended,Contiguous U.S.
04619,Ground Economy,DAS Extended,Contiguous U.S.
04622,Ground Economy,DAS Extended,Contiguous U.S.
04623,Ground Economy,DAS Extended,Contiguous U.S.
04624,Ground Economy,DAS Extended,Contiguous U.S.
04625,Ground Economy,DAS Extended,Contiguous U.S.
04626,Ground Economy,DAS Extended,Contiguous U.S.
04627,Ground Economy,DAS Extended,Contiguous U.S.
04628,Ground Economy,DAS Extended,Contiguous U.S.
04629,Ground Economy,DAS Extended,Contiguous U.S.
04630,Ground Economy,DAS Extended,Contiguous U.S.
04631,Ground Economy,DAS Extended,Contiguous U.S.
04634,Ground Economy,DAS Extended,Contiguous U.S.
04635,Ground Economy,DAS Extended,Contiguous U.S.
04637,Ground Economy,DAS,Contiguous U.S.
04640,Ground Economy,DAS Extended,Contiguous U.S.
04642,Ground Economy,DAS Extended,Contiguous U.S.
04643,Ground Economy,DAS Extended,Contiguous U.S.
04644,Ground Economy,DAS Extended,Contiguous U.S.
04645,Ground Economy,DAS Extended,Contiguous U.S.
04646,Ground Economy,DAS Extended,Contiguous U.S.
04648,Ground Economy,DAS Extended,Contiguous U.S.
04658,Ground Economy,DAS Extended,Contiguous U.S.
04660,Ground Economy,DAS Extended,Contiguous U.S.
04662,Ground Economy,DAS,Contiguous U.S.
04664,Ground Economy,DAS Extended,Contiguous U.S.
04665,Ground Economy,DAS,Contiguous U.S.
04666,Ground Economy,DAS Extended,Contiguous U.S.
04667,Ground Economy,DAS Extended,Contiguous U.S.
04668,Ground Economy,DAS Extended,Contiguous U.S.
04669,Ground Economy,DAS,Contiguous U.S.
04671,Ground Economy,DAS Extended,Contiguous U.S.
04672,Ground Economy,DAS,Contiguous U.S.
04673,Ground Economy,DAS Extended,Contiguous U.S.
04674,Ground Economy,DAS Extended,Contiguous U.S.
04675,Ground Economy,DAS,Contiguous U.S.
04676,Ground Economy,DAS Extended,Contiguous U.S.
04677,Ground Economy,DAS Extended,Contiguous U.S.
04679,Ground Economy,DAS Extended,Contiguous U.S.
04680,Ground Economy,DAS Extended,Contiguous U.S.
04681,Ground Economy,DAS Extended,Contiguous U.S.
04683,Ground Economy,DAS Extended,Contiguous U.S.
04684,Ground Economy,DAS Extended,Contiguous U.S.
04685,Ground Economy,DAS Extended,Contiguous U.S.
04686,Ground Economy,DAS Extended,Contiguous U.S.
04690,Ground Economy,DAS,Contiguous U.S.
04691,Ground Economy,DAS Extended,Contiguous U.S.
04693,Ground Economy,DAS Extended,Contiguous U.S.
04694,Ground Economy,DAS Extended,Contiguous U.S.
04730,Ground Economy,DAS Extended,Contiguous U.S.
04732,Ground Economy,DAS Extended,Contiguous U.S.
04733,Ground Economy,DAS Extended,Contiguous U.S.
04734,Ground Economy,DAS Extended,Contiguous U.S.
04735,Ground Economy,DAS Extended,Contiguous U.S.
04736,Ground Economy,DAS Extended,Contiguous U.S.
04737,Ground Economy,DAS Extended,Contiguous U.S.
04738,Ground Economy,DAS,Contiguous U.S.
04739,Ground Economy,DAS Extended,Contiguous U.S.
04740,Ground Economy,DAS,Contiguous U.S.
04741,Ground Economy,DAS Extended,Contiguous U.S.
04742,Ground Economy,DAS,Contiguous U.S.
04743,Ground Economy,DAS Extended,Contiguous U.S.
04744,Ground Economy,DAS Extended,Contiguous U.S.
04745,Ground Economy,DAS Extended,Contiguous U.S.
04746,Ground Economy,DAS Extended,Contiguous U.S.
04747,Ground Economy,DAS Extended,Contiguous U.S.
04750,Ground Economy,DAS Extended,Contiguous U.S.
04751,Ground Economy,DAS,Contiguous U.S.
04756,Ground Economy,DAS Extended,Contiguous U.S.
04757,Ground Economy,DAS Extended,Contiguous U.S.
04758,Ground Economy,DAS Extended,Contiguous U.S.
04759,Ground Economy,DAS Extended,Contiguous U.S.
04760,Ground Economy,DAS Extended,Contiguous U.S.
04761,Ground Economy,DAS Extended,Contiguous U.S.
04762,Ground Economy,DAS Extended,Contiguous U.S.
04763,Ground Economy,DAS Extended,Contiguous U.S.
04764,Ground Economy,DAS Extended,Contiguous U.S.
04765,Ground Economy,DAS Extended,Contiguous U.S.
04766,Ground Economy,DAS Extended,Contiguous U.S.
04768,Ground Economy,DAS Extended,Contiguous U.S.
04769,Ground Economy,DAS,Contiguous U.S.
04772,Ground Economy,DAS Extended,Contiguous U.S.
04773,Ground Economy,DAS Extended,Contiguous U.S.
04774,Ground Economy,DAS Extended,Contiguous U.S.
04776,Ground Economy,DAS Extended,Contiguous U.S.
04777,Ground Economy,DAS Extended,Contiguous U.S.
04779,Ground Economy,DAS Extended,Contiguous U.S.
04780,Ground Economy,DAS Extended,Contiguous U.S.
04781,Ground Economy,DAS Extended,Contiguous U.S.
04783,Ground Economy,DAS Extended,Contiguous U.S.
04785,Ground Economy,DAS Extended,Contiguous U.S.
04786,Ground Economy,DAS Extended,Contiguous U.S.
04787,Ground Economy,DAS Extended,Contiguous U.S.
04841,Ground Economy,DAS Extended,Contiguous U.S.
04843,Ground Economy,DAS,Contiguous U.S.
04847,Ground Economy,DAS Extended,Contiguous U.S.
04848,Ground Economy,DAS Extended,Contiguous U.S.
04849,Ground Economy,DAS,Contiguous U.S.
04850,Ground Economy,DAS,Contiguous U.S.
04851,Ground Economy,DAS Extended,Contiguous U.S.
04852,Ground Economy,DAS Extended,Contiguous U.S.
04853,Ground Economy,DAS Extended,Contiguous U.S.
04854,Ground Economy,DAS,Contiguous U.S.
04855,Ground Economy,DAS Extended,Contiguous U.S.
04856,Ground Economy,DAS,Contiguous U.S.
04857,Ground Economy,DAS Extended,Contiguous U.S.
04858,Ground Economy,DAS Extended,Contiguous U.S.
04859,Ground Economy,DAS Extended,Contiguous U.S.
04860,Ground Economy,DAS Extended,Contiguous U.S.
04861,Ground Economy,DAS,Contiguous U.S.
04862,Ground Economy,DAS Extended,Contiguous U.S.
04863,Ground Economy,DAS Extended,Contiguous U.S.
04864,Ground Economy,DAS Extended,Contiguous U.S.
04865,Ground Economy,DAS,Contiguous U.S.
04910,Ground Economy,DAS Extended,Contiguous U.S.
04911,Ground Economy,DAS Extended,Contiguous U.S.
04912,Ground Economy,DAS Extended,Contiguous U.S.
04915,Ground Economy,DAS,Contiguous U.S.
04917,Ground Economy,DAS,Contiguous U.S.
04918,Ground Economy,DAS,Contiguous U.S.
04920,Ground Economy,DAS Extended,Contiguous U.S.
04921,Ground Economy,DAS Extended,Contiguous U.S.
04922,Ground Economy,DAS Extended,Contiguous U.S.
04923,Ground Economy,DAS Extended,Contiguous U.S.
04924,Ground Economy,DAS Extended,Contiguous U.S.
04925,Ground Economy,DAS Extended,Contiguous U.S.
04926,Ground Economy,DAS Extended,Contiguous U.S.
04927,Ground Economy,DAS,Contiguous U.S.
04928,Ground Economy,DAS Extended,Contiguous U.S.
04929,Ground Economy,DAS Extended,Contiguous U.S.
04930,Ground Economy,DAS Extended,Contiguous U.S.
04932,Ground Economy,DAS Extended,Contiguous U.S.
04933,Ground Economy,DAS,Contiguous U.S.
04936,Ground Economy,DAS Extended,Contiguous U.S.
04937,Ground Economy,DAS,Contiguous U.S.
04938,Ground Economy,DAS,Contiguous U.S.
04939,Ground Economy,DAS Extended,Contiguous U.S.
04941,Ground Economy,DAS Extended,Contiguous U.S.
04942,Ground Economy,DAS Extended,Contiguous U.S.
04943,Ground Economy,DAS Extended,Contiguous U.S.
04944,Ground Economy,DAS,Contiguous U.S.
04945,Ground Economy,DAS Extended,Contiguous U.S.
04947,Ground Economy,DAS Extended,Contiguous U.S.
04949,Ground Economy,DAS Extended,Contiguous U.S.
04950,Ground Economy,DAS Extended,Contiguous U.S.
04951,Ground Economy,DAS Extended,Contiguous U.S.
04952,Ground Economy,DAS Extended,Contiguous U.S.
04953,Ground Economy,DAS Extended,Contiguous U.S.
04954,Ground Economy,DAS Extended,Contiguous U.S.
04955,Ground Economy,DAS Extended,Contiguous U.S.
04956,Ground Economy,DAS Extended,Contiguous U.S.
04957,Ground Economy,DAS Extended,Contiguous U.S.
04958,Ground Economy,DAS Extended,Contiguous U.S.
04961,Ground Economy,DAS Extended,Contiguous U.S.
04962,Ground Economy,DAS,Contiguous U.S.
04963,Ground Economy,DAS,Contiguous U.S.
04964,Ground Economy,DAS Extended,Contiguous U.S.
04965,Ground Economy,DAS Extended,Contiguous U.S.
04966,Ground Economy,DAS Extended,Contiguous U.S.
04967,Ground Economy,DAS Extended,Contiguous U.S.
04969,Ground Economy,DAS Extended,Contiguous U.S.
04970,Ground Economy,DAS Extended,Contiguous U.S.
04971,Ground Economy,DAS Extended,Contiguous U.S.
04972,Ground Economy,DAS,Contiguous U.S.
04973,Ground Economy,DAS Extended,Contiguous U.S.
04974,Ground Economy,DAS Extended,Contiguous U.S.
04976,Ground Economy,DAS Extended,Contiguous U.S.
04978,Ground Economy,DAS Extended,Contiguous U.S.
04979,Ground Economy,DAS Extended,Contiguous U.S.
04981,Ground Economy,DAS,Contiguous U.S.
04982,Ground Economy,DAS Extended,Contiguous U.S.
04983,Ground Economy,DAS Extended,Contiguous U.S.
04984,Ground Economy,DAS Extended,Contiguous U.S.
04985,Ground Economy,DAS Extended,Contiguous U.S.
04986,Ground Economy,DAS Extended,Contiguous U.S.
04987,Ground Economy,DAS Extended,Contiguous U.S.
04988,Ground Economy,DAS Extended,Contiguous U.S.
04989,Ground Economy,DAS Extended,Contiguous U.S.
04992,Ground Economy,DAS,Contiguous U.S.
05001,Ground Economy,DAS,Contiguous U.S.
05030,Ground Economy,DAS,Contiguous U.S.
05031,Ground Economy,DAS Extended,Contiguous U.S.
05032,Ground Economy,DAS Extended,Contiguous U.S.
05033,Ground Economy,DAS,Contiguous U.S.
05034,Ground Economy,DAS Extended,Contiguous U.S.
05035,Ground Economy,DAS Extended,Contiguous U.S.
05036,Ground Economy,DAS Extended,Contiguous U.S.
05037,Ground Economy,DAS Extended,Contiguous U.S.
05038,Ground Economy,DAS Extended,Contiguous U.S.
05039,Ground Economy,DAS Extended,Contiguous U.S.
05040,Ground Economy,DAS Extended,Contiguous U.S.
05041,Ground Economy,DAS Extended,Contiguous U.S.
05042,Ground Economy,DAS Extended,Contiguous U.S.
05043,Ground Economy,DAS Extended,Contiguous U.S.
05045,Ground Economy,DAS Extended,Contiguous U.S.
05046,Ground Economy,DAS Extended,Contiguous U.S.
05047,Ground Economy,DAS Extended,Contiguous U.S.
05048,Ground Economy,DAS Extended,Contiguous U.S.
05049,Ground Economy,DAS Extended,Contiguous U.S.
05050,Ground Economy,DAS,Contiguous U.S.
05051,Ground Economy,DAS Extended,Contiguous U.S.
05052,Ground Economy,DAS Extended,Contiguous U.S.
05053,Ground Economy,DAS,Contiguous U.S.
05055,Ground Economy,DAS,Contiguous U.S.
05056,Ground Economy,DAS Extended,Contiguous U.S.
05058,Ground Economy,DAS Extended,Contiguous U.S.
05059,Ground Economy,DAS Extended,Contiguous U.S.
05060,Ground Economy,DAS,Contiguous U.S.
05061,Ground Economy,DAS,Contiguous U.S.
05062,Ground Economy,DAS Extended,Contiguous U.S.
05065,Ground Economy,DAS Extended,Contiguous U.S.
05067,Ground Economy,DAS Extended,Contiguous U.S.
05068,Ground Economy,DAS Extended,Contiguous U.S.
05069,Ground Economy,DAS Extended,Contiguous U.S.
05070,Ground Economy,DAS Extended,Contiguous U.S.
05071,Ground Economy,DAS Extended,Contiguous U.S.
05072,Ground Economy,DAS Extended,Contiguous U.S.
05073,Ground Economy,DAS,Contiguous U.S.
05074,Ground Economy,DAS Extended,Contiguous U.S.
05075,Ground Economy,DAS Extended,Contiguous U.S.
